subscriber_id,subscriber_key,client_id,subscriber_id_alt,msisdn,imsi,plan_id,status,activation_date,churn_date,region
S00000216,SUB-00000216,C0000096,SUBSCR-0000216,33713684310,122142078041102,P_PLUS_40,active,2025-07-23,,NORTH
S00000217,SUB-00000217,C0000097,SUBSCR-0000217,33100877804,379661999799055,P_PLUS_40,active,2025-02-01,,NORTH
S00000218,SUB-00000218,C9999993,SUBSCR-0000218,33034096245,891279687283087,P_PREMIUM_120,suspended,2024-10-10,,NORTH
S00000219,SUB-00000219,C0000098,SUBSCR-0000219,33748489675,209613380609730,P_BASIC_10,active,2023-04-20,,SOUTH
S00000220,SUB-00000220,C0000098,SUBSCR-0000220,33270448495,658415021896882,P_PLUS_40,active,2025-03-20,,SOUTH
S00000221,SUB-00000221,C0000098,SUBSCR-0000221,33818216149,237053328505899,P_BASIC_10,active,2025-01-22,,SOUTH
S00000222,SUB-00000222,C9999991,,33157706759,505301564697932,P_BASIC_10,active,2025-02-25,,METRO
S00000223,SUB-00000223,C0000099,SUBSCR-0000223,33890318186,557214995465131,P_PLUS_40,active,2024-04-08,,METRO
S00000224,SUB-00000224,C0000100,SUBSCR-0000224,33755556355,137253921406053,P_PREMIUM_120,active,2024-10-18,,EAST
S00000225,SUB-00000225,C0000100,SUBSCR-0000225,33970570223,243553142164831,P_PREMIUM_120,active,2025-05-07,,EAST
S00000226,SUB-00000226,C0000100,SUBSCR-0000226,33852259002,927393715545606,P_PLUS_40,active,2025-03-20,,EAST
S00000227,SUB-00000227,C0000101,SUBSCR-0000227,33958891613,555026032264640,P_BASIC_10,active,2025-10-03,,SOUTH
S00000228,SUB-00000228,C0000101,SUBSCR-0000228,33685981491,829551286166719,P_PLUS_40,active,2024-03-13,,SOUTH
S00000229,SUB-00000229,C0000102,SUBSCR-0000229,33404491526,685718640749094,P_BASIC_10,active,2022-08-14,,WEST
S00000230,SUB-00000230,C0000102,SUBSCR-0000230,33083924849,684481773446785,P_BASIC_10,active,2022-11-26,,WEST
S00000231,SUB-00000231,C0000102,SUBSCR-0000231,33140108406,397550807610403,P_BASIC_10,churned,2023-04-30,2024-10-13,WEST
S00000232,SUB-00000232,C0000103,SUBSCR-0000232,33200207892,208661755994318,P_BIZ_200,active,2024-05-02,,CENTER
S00000233,SUB-00000233,C0000103,SUBSCR-0000233,33343965897,928101322780906,P_PREMIUM_120,active,2025-08-16,,CENTER
S00000234,SUB-00000234,C0000103,SUBSCR-0000234,33050844611,742171665046218,P_PLUS_40,active,2024-03-01,,CENTER
S00000235,SUB-00000235,C0000104,SUBSCR-0000235,33922275802,043106667923564,P_PLUS_40,active,2025-11-19,,CENTER
S00000236,SUB-00000236,C0000105,SUBSCR-0000236,33803365711,706026228581838,P_PREMIUM_120,active,2025-10-03,,SOUTH
S00000237,SUB-00000237,C0000105,SUBSCR-0000237,33008924252,303494999524332,P_BIZ_200,active,2025-11-30,,SOUTH
S00000238,SUB-00000238,C0000105,,33616172502,445867948924117,P_PLUS_40,suspended,2025-09-18,,SOUTH
S00000239,SUB-00000239,C9999992,SUBSCR-0000239,33801019187,708976571330273,P_PREMIUM_120,active,2025-12-18,,SOUTH
S00000240,SUB-00000240,C9999997,SUBSCR-0000240,33142858081,448703383608441,P_PLUS_40,active,2024-10-22,,CENTER
S00000241,SUB-00000241,C0000107,SUBSCR-0000241,33684337864,453764745820510,P_PLUS_40,active,2025-06-20,,EAST
S00000242,SUB-00000242,C0000107,SUBSCR-0000242,33990855726,832335325282276,P_BASIC_10,active,2025-03-05,,EAST
S00000243,SUB-00000243,C0000107,SUBSCR-0000243,33897986856,185825552051459,P_PLUS_40,active,2025-05-04,,EAST
S00000244,SUB-00000244,C0000108,SUBSCR-0000244,33055878721,070525464750813,P_PREMIUM_120,active,2025-03-18,,EAST
S00000245,SUB-00000245,C0000108,SUBSCR-0000245,33339867773,444798481160160,P_BIZ_200,churned,2023-10-04,2024-04-24,EAST
S00000246,SUB-00000246,C0000108,SUBSCR-0000246,33202264017,379812104995549,P_BIZ_200,active,2023-07-25,,EAST
S00000247,SUB-00000247,C0000108,SUBSCR-0000247,33033409518,413367251505884,P_PLUS_40,active,2024-06-24,,EAST
S00000248,SUB-00000248,C0000108,SUBSCR-0000248,33414170249,242331337065248,P_PREMIUM_120,active,2024-06-08,,EAST
S00000249,SUB-00000249,C0000109,SUBSCR-0000249,33971696213,066411513375041,P_PLUS_40,active,2025-03-30,,METRO
S00000250,SUB-00000250,C0000109,SUBSCR-0000250,33120721711,519890935527712,P_PLUS_40,active,2025-10-22,,METRO
S00000251,SUB-00000251,C0000109,SUBSCR-0000251,33261031967,155292033372138,P_BASIC_10,active,2025-03-18,,METRO
S00000252,SUB-00000252,C0000110,SUBSCR-0000252,33101574831,300217160465225,P_BIZ_200,churned,2025-12-05,2025-12-08,WEST
S00000253,SUB-00000253,C0000110,SUBSCR-0000253,33382718241,002725614889596,P_PLUS_40,active,2025-12-07,,WEST
S00000254,SUB-00000254,C0000110,SUBSCR-0000254,33955131788,800254081945405,P_BIZ_200,active,2025-12-16,,WEST
S00000255,SUB-00000255,C0000110,SUBSCR-0000255,33158681829,151477489777950,P_BIZ_200,suspended,2025-12-12,,WEST
S00000256,SUB-00000256,C0000110,,33356031188,534708611515546,P_BIZ_200,active,2025-11-20,,WEST
S00000257,SUB-00000257,C0000110,SUBSCR-0000257,33196993052,646227856634161,P_PREMIUM_120,churned,2025-11-18,2025-12-15,WEST
S00000258,SUB-00000258,C0000111,SUBSCR-0000258,33058345698,131461388662145,P_BIZ_200,active,2024-05-15,,EAST
S00000259,SUB-00000259,C0000111,SUBSCR-0000259,33009174873,222678682757385,P_PLUS_40,active,2025-07-14,,EAST
S00000260,SUB-00000260,C0000111,SUBSCR-0000260,33063857470,472214521304540,P_PLUS_40,active,2025-02-13,,EAST
S00000261,SUB-00000261,C0000111,SUBSCR-0000261,33615141509,221849229327544,P_PLUS_40,suspended,2024-09-12,,EAST
S00000262,SUB-00000262,C0000112,SUBSCR-0000262,33656496547,144321523619144,P_PREMIUM_120,active,2025-11-02,,WEST
S00000263,SUB-00000263,C0000112,SUBSCR-0000263,33701823369,927509971887953,P_PREMIUM_120,active,2024-04-09,,WEST
S00000264,SUB-00000264,C0000113,SUBSCR-0000264,33358564343,191118350233504,P_PREMIUM_120,churned,2025-05-16,2025-07-18,WEST
S00000265,SUB-00000265,C9999995,SUBSCR-0000265,33794747436,717139674378683,P_BASIC_10,suspended,2025-08-05,,WEST
S00000266,SUB-00000266,C0000114,SUBSCR-0000266,33762206828,768624264109457,P_BASIC_10,active,2025-05-11,,WEST
S00000267,SUB-00000267,C0000115,SUBSCR-0000267,33671690986,345536448030100,P_BIZ_200,active,2025-11-14,,WEST
S00000268,SUB-00000268,C0000115,SUBSCR-0000268,33549674303,888982050858785,P_BIZ_200,active,2025-04-29,,WEST
S00000269,SUB-00000269,C0000115,SUBSCR-0000269,33807327502,551807377954368,P_PREMIUM_120,active,2024-07-18,,WEST
S00000270,SUB-00000270,C9999995,SUBSCR-0000270,33048503693,031164047220775,P_PREMIUM_120,active,2025-11-19,,WEST
S00000271,SUB-00000271,C0000116,SUBSCR-0000271,33200542883,224499622837292,P_PREMIUM_120,churned,2024-07-20,2025-05-28,CENTER
S00000272,SUB-00000272,C0000117,SUBSCR-0000272,33097974795,966451705124475,P_PLUS_40,active,2025-11-16,,WEST
S00000273,SUB-00000273,C0000117,SUBSCR-0000273,33703166726,346866355354562,P_PLUS_40,active,2025-12-21,,WEST
S00000274,SUB-00000274,C0000117,SUBSCR-0000274,33989715683,323140866377361,P_PLUS_40,active,2025-12-03,,WEST
S00000275,SUB-00000275, C0000118 ,SUBSCR-0000275,33647595039,520534725601836,P_PLUS_40,active,2025-10-29,,METRO
S00000276,SUB-00000276,C0000118,SUBSCR-0000276,33097377716,066040164880514,P_BASIC_10,active,2025-08-29,,METRO
S00000277,SUB-00000277,C0000118,SUBSCR-0000277,33299267199,118722301797084,P_PLUS_40,active,2025-08-30,,METRO
S00000278,SUB-00000278,C0000119,SUBSCR-0000278,33321943969,299327713222069,P_PLUS_40,active,2024-06-27,,METRO
S00000279,SUB-00000279,C0000119,SUBSCR-0000279,33978989174,085248254228484,P_PLUS_40,active,2024-04-05,,METRO
S00000280,SUB-00000280,C9999998,SUBSCR-0000280,33895189475,612526021911068,P_BIZ_200,active,2022-10-23,,METRO
S00000281,SUB-00000281,C0000120,SUBSCR-0000281,33419443978,232505185972435,P_PLUS_40,active,2025-06-07,,CENTER
S00000282,SUB-00000282,C0000121,SUBSCR-0000282,33350917147,973157083855870,P_PLUS_40,churned,2025-08-31,2025-10-07,WEST
S00000283,SUB-00000283,C0000121,SUBSCR-0000283,33638313914,,P_PLUS_40,churned,2023-06-01,2025-02-07,WEST
S00000284,SUB-00000284,C0000121,SUBSCR-0000284,33263342950,514712979788277,P_PLUS_40,active,2025-06-05,,WEST
S00000285,SUB-00000285,C0000122,SUBSCR-0000285,33459295419,168463153419406,P_PLUS_40,active,2025-01-23,,CENTER
S00000286,SUB-00000286,C0000123,SUBSCR-0000286,33029440696,451466482899891,P_BASIC_10,active,2024-09-19,,METRO
S00000287,SUB-00000287,C9999990,SUBSCR-0000287,33238425431,669324452707364,P_PLUS_40,active,2025-12-12,,METRO
S00000288,SUB-00000288,C0000123,SUBSCR-0000288,33797724407,916443605349942,P_BASIC_10,active,2025-06-05,,METRO
S00000289,SUB-00000289,C0000124,SUBSCR-0000289,33051409050,442188884940380,P_PLUS_40,active,2024-11-13,,WEST
S00000290,SUB-00000290,C0000124,SUBSCR-0000290,33110794093,230834379168873,P_BASIC_10,active,2025-07-27,,WEST
S00000291,SUB-00000291,C0000124,SUBSCR-0000291,33211524292,422050289705806,P_PLUS_40,active,2025-09-07,,WEST
S00000292,SUB-00000292,C0000125,SUBSCR-0000292,33854894808,590586638558631,P_PREMIUM_120,suspended,2025-02-09,,SOUTH
S00000293,SUB-00000293,C0000125,SUBSCR-0000293,33034070822,104443381933740,P_BIZ_200,active,2024-12-03,,SOUTH
S00000294,SUB-00000294,C0000126,SUBSCR-0000294,33433905398,363306606257886,P_BASIC_10,active,2025-05-13,,WEST
S00000295,SUB-00000295,C0000126,SUBSCR-0000295,33472546270,329163686465139,P_BIZ_200,active,2022-08-23,,WEST
S00000296,SUB-00000296,C0000127,SUBSCR-0000296,33848553861,612455304926312,P_PREMIUM_120,active,2025-07-05,,EAST
S00000297,SUB-00000297,C0000127,SUBSCR-0000297,33484400278,248367317508528,P_PREMIUM_120,active,2025-08-04,,EAST
S00000298,SUB-00000298,C0000127,SUBSCR-0000298,33112805461,357884756927942,P_PREMIUM_120,active,2025-05-28,,EAST
S00000299,SUB-00000299,C0000127,SUBSCR-0000299,33711527582,525875826616225,P_PREMIUM_120,active,2025-04-29,,EAST
S00000300,SUB-00000300,C0000127,SUBSCR-0000300,33086063312,809890719411212,P_PREMIUM_120,active,2025-09-05,,EAST
S00000301,SUB-00000301,C0000127,SUBSCR-0000301,33989027974,510860302625836,P_PREMIUM_120,active,2025-12-01,,EAST
S00000302,SUB-00000302,C0000128,SUBSCR-0000302,33400630029,433209683893566,P_PLUS_40,active,2024-08-15,,SOUTH
S00000303,SUB-00000303,C0000128,SUBSCR-0000303,33582497574,594857000716731,P_BIZ_200,active,2025-04-13,,SOUTH
S00000304,SUB-00000304,C0000129,SUBSCR-0000304,33589001420,106891511288473,P_PLUS_40,active,2025-09-09,,CENTER
S00000305,SUB-00000305,C9999997,SUBSCR-0000305,33670482962,345763283034529,P_PLUS_40,active,2025-08-19,,CENTER
S00000306,SUB-00000306,C0000130,SUBSCR-0000306,33932773700,436840651289499,P_PLUS_40,active,2025-11-28,,CENTER
S00000307,SUB-00000307,C0000131,SUBSCR-0000307,33421186755,724524638142726,P_BASIC_10,active,2025-02-01,,CENTER
S00000308,SUB-00000308,C0000131,SUBSCR-0000308,33230654137,578147297903719,P_BASIC_10,active,2025-11-13,,CENTER
S00000309,SUB-00000309,C9999999,SUBSCR-0000309,33516463869,353732437081723,P_PLUS_40,active,2025-12-23,,SOUTH
S00000310,SUB-00000310,C0000133,SUBSCR-0000310,33669325544,170807414163685,P_BASIC_10,active,2024-04-30,,EAST
S00000311,SUB-00000311,C0000133,SUBSCR-0000311,33713203086,982088596978173,P_BASIC_10,active,2025-03-17,,EAST
S00000312,SUB-00000312,C9999992,SUBSCR-0000312,33443181576,270117851918005,P_PREMIUM_120,active,2025-05-12,,SOUTH
S00000313,SUB-00000313,C0000134,SUBSCR-0000313,33216079962,296993366238945,P_PREMIUM_120,active,2024-08-18,,SOUTH
S00000314,SUB-00000314,C0000134,SUBSCR-0000314,33542766979,380862260517486,P_BASIC_10,active,2025-02-28,,SOUTH
S00000315,SUB-00000315,C0000135,SUBSCR-0000315,33106445624,931443533907801,P_PREMIUM_120,active,2024-12-13,,SOUTH
S00000316,SUB-00000316,C0000135,SUBSCR-0000316,33942361082,599598974436441,P_PLUS_40,active,2023-03-20,,SOUTH
S00000317,SUB-00000317,C0000135,SUBSCR-0000317,33161960250,421555249113577,P_BIZ_200,active,2024-04-25,,SOUTH
S00000318,SUB-00000318, C0000135 ,SUBSCR-0000318,33268880090,,P_PREMIUM_120,active,2024-02-12,,SOUTH
S00000319,SUB-00000319,C0000136,SUBSCR-0000319,33381986240,862781410443120,P_BIZ_200,churned,2025-06-15,2025-11-04,EAST
S00000320,SUB-00000320,C9999994,SUBSCR-0000320,33484331650,489436133915982,P_PREMIUM_120,active,2025-11-28,,EAST
S00000321,SUB-00000321, C0000138 ,SUBSCR-0000321,33396403358,562692593546382,P_BASIC_10,active,2025-03-05,,METRO
S00000322,SUB-00000322,C0000138,SUBSCR-0000322,33958493995,,P_PREMIUM_120,churned,2025-04-03,2025-09-20,METRO
S00000323,SUB-00000323,C0000138,SUBSCR-0000323,33114064606,207912290530408,P_PLUS_40,active,2024-09-10,,METRO
S00000324,SUB-00000324,C0000139,SUBSCR-0000324,33054754646,476095000865117,P_PLUS_40,churned,2024-01-06,2024-05-29,SOUTH
S00000325,SUB-00000325,C0000139,SUBSCR-0000325,33613038567,449182770844711,P_PREMIUM_120,suspended,2025-10-03,,SOUTH
S00000326,SUB-00000326,C0000139,SUBSCR-0000326,33289329436,163110533121051,P_PLUS_40,active,2025-08-25,,SOUTH
S00000327,SUB-00000327,C0000140,SUBSCR-0000327,33109353189,208645956767520,P_PLUS_40,active,2022-10-23,,SOUTH
S00000328,SUB-00000328,C9999992,SUBSCR-0000328,33639305551,232591310849868,P_PREMIUM_120,active,2023-08-27,,SOUTH
S00000329,SUB-00000329,C0000140,SUBSCR-0000329,33860579473,899433332613125,P_PREMIUM_120,active,2023-07-05,,SOUTH
S00000330,SUB-00000330,C0000141,SUBSCR-0000330,33169723752,897750161909959,P_PLUS_40,active,2025-11-21,,CENTER
S00000331,SUB-00000331,C0000141,SUBSCR-0000331,33510507804,158483491887583,P_PREMIUM_120,active,2025-12-16,,CENTER
S00000332,SUB-00000332,C9999999,SUBSCR-0000332,33841983338,819271365207069,P_PREMIUM_120,active,2023-02-08,,METRO
S00000333,SUB-00000333,C0000143,SUBSCR-0000333,33766617182,316772739000651,P_PLUS_40,active,2025-10-01,,METRO
S00000334,SUB-00000334,C0000143,SUBSCR-0000334,33842492139,359373028741975,P_PLUS_40,active,2025-10-03,,METRO
S00000335,SUB-00000335,C0000144,SUBSCR-0000335,33501084119,903994460165859,P_BASIC_10,suspended,2025-10-25,,SOUTH
S00000336,SUB-00000336,C0000144,SUBSCR-0000336,33497966704,,P_BASIC_10,suspended,2025-09-15,,SOUTH
S00000337,SUB-00000337,C9999999,SUBSCR-0000337,33151011476,304657208855068,P_PLUS_40,active,2025-10-31,,SOUTH
S00000338,SUB-00000338,C0000145,SUBSCR-0000338,33798191930,298147043243550,P_BIZ_200,active,2025-09-06,,NORTH
S00000339,SUB-00000339,C0000145,SUBSCR-0000339,33928224184,234446757351597,P_BIZ_200,active,2025-12-11,,NORTH
S00000340,SUB-00000340,C0000145,SUBSCR-0000340,33885162301,180560992620987,P_PLUS_40,active,2025-11-26,,NORTH
S00000341,SUB-00000341,C0000146,SUBSCR-0000341,33011943322,869177677569133,P_PLUS_40,active,2024-03-05,,METRO
S00000342,SUB-00000342,C0000146,SUBSCR-0000342,33036292119,461754669910761,P_PLUS_40,active,2024-09-16,,METRO
S00000343,SUB-00000343,C0000147,SUBSCR-0000343,33683170769,202853322347066,P_PLUS_40,suspended,2024-10-10,,WEST
S00000344,SUB-00000344,C0000147,SUBSCR-0000344,33653255778,450670142010029,P_PREMIUM_120,churned,2023-01-19,2024-07-22,WEST
S00000345,SUB-00000345,0000148,SUBSCR-0000345,33645587704,334757625409392,P_PLUS_40,active,2024-02-20,,CENTER
S00000346,SUB-00000346,C0000148,SUBSCR-0000346,33154409426,267750456845145,P_BASIC_10,churned,2024-02-01,2024-12-15,CENTER
S00000347,SUB-00000347,C0000148,SUBSCR-0000347,33151669064,,P_BASIC_10,active,2024-01-31,,CENTER
S00000348,SUB-00000348,C0000149,SUBSCR-0000348,33229616385,477997863183006,P_PLUS_40,active,2024-02-26,,CENTER
S00000349,SUB-00000349,C0000149,SUBSCR-0000349,33868559054,359862460319076,P_BIZ_200,active,2024-09-25,,CENTER
S00000350,SUB-00000350,C9999999,SUBSCR-0000350,33395554331,846118165254269,P_PREMIUM_120,active,2023-10-15,,CENTER
S00000351,SUB-00000351,C0000150,SUBSCR-0000351,33017637870,095899008868351,P_PLUS_40,active,2024-08-02,,SOUTH
S00000352,SUB-00000352,C0000150,SUBSCR-0000352,33948541695,717700381250227,P_BASIC_10,active,2024-10-20,,SOUTH
S00000353,SUB-00000353,C0000151,SUBSCR-0000353,33994670362,884539455467456,P_PLUS_40,active,2025-02-06,,WEST
S00000354,SUB-00000354,C0000151,SUBSCR-0000354,33698221101,345943068358556,P_BASIC_10,churned,2025-06-23,2025-09-13,WEST
S00000355,SUB-00000355,C0000151,SUBSCR-0000355,33197810634,319901124322444,P_PLUS_40,active,2025-11-16,,WEST
S00000356,SUB-00000356,C0000152,SUBSCR-0000356,33432277369,928205077420251,P_PLUS_40,active,2025-03-27,,SOUTH
S00000357,SUB-00000357,C0000152,SUBSCR-0000357,33130063444,020939103685391,P_BASIC_10,active,2024-10-07,,SOUTH
S00000358,SUB-00000358,C0000153,SUBSCR-0000358,33973060910,972785774604038,P_PLUS_40,active,2025-08-19,,WEST
S00000359,SUB-00000359,C0000154,SUBSCR-0000359,33128857235,273162810318692,P_PREMIUM_120,active,2025-10-31,,EAST
S00000360,SUB-00000360,C0000154,SUBSCR-0000360,33895951196,236959669532336,P_PREMIUM_120,active,2025-09-28,,EAST
S00000361,SUB-00000361,C0000154,SUBSCR-0000361,33198748231,967050787126593,P_PREMIUM_120,suspended,2025-09-20,,EAST
S00000362,SUB-00000362,C0000154,SUBSCR-0000362,33848158512,343702844265599,P_BIZ_200,active,2025-12-04,,EAST
S00000363,SUB-00000363,C0000155,SUBSCR-0000363,33786038922,934849556915818,P_BIZ_200,active,2024-10-10,,CENTER
S00000364,SUB-00000364,0000156,SUBSCR-0000364,33623428214,050844852202277,P_BIZ_200,active,2025-05-07,,WEST
S00000365,SUB-00000365,C0000156,SUBSCR-0000365,33079182921,834382250976798,P_PREMIUM_120,active,2025-11-12,,WEST
S00000366,SUB-00000366,C0000156,SUBSCR-0000366,33099618918,269800809859902,P_PREMIUM_120,churned,2025-07-06,2025-10-04,WEST
S00000367,SUB-00000367,C0000156,SUBSCR-0000367,33507475237,340015448750164,P_BIZ_200,active,2025-11-19,,WEST
S00000368,SUB-00000368,C0000157,SUBSCR-0000368,33423018924,485385536893469,P_PREMIUM_120,active,2024-04-26,,METRO
S00000369,SUB-00000369,C0000157,SUBSCR-0000369,33662469455,150057906349979,P_BIZ_200,active,2025-01-19,,METRO
S00000370,SUB-00000370,C0000157,SUBSCR-0000370,33713098789,358921284869444,P_BIZ_200,active,2025-12-22,,METRO
S00000371,SUB-00000371,C0000157,SUBSCR-0000371,33615135016,747512745306950,P_PREMIUM_120,active,2024-12-20,,METRO
S00000372,SUB-00000372,C0000157,SUBSCR-0000372,33242157671,051538695147528,P_BIZ_200,active,2024-03-29,,METRO
S00000373,SUB-00000373,C0000157,SUBSCR-0000373,33030496451,986436377841377,P_PREMIUM_120,active,2024-11-03,,METRO
S00000374,SUB-00000374,C9999999,SUBSCR-0000374,33900910891,427574944971810,P_BIZ_200,active,2025-03-22,,NORTH
S00000375,SUB-00000375,C0000158,SUBSCR-0000375,33487289880,077304206199551,P_BASIC_10,churned,2023-10-09,2023-11-03,NORTH
S00000376,SUB-00000376,C0000158,SUBSCR-0000376,33443771451,884476432348143,P_PLUS_40,active,2023-09-05,,NORTH
S00000377,SUB-00000377,C0000159,SUBSCR-0000377,33536311061,130916065037921,P_BIZ_200,active,2024-12-01,,WEST
S00000378,SUB-00000378,C0000159,SUBSCR-0000378,33236453242,627514566331494,P_PREMIUM_120,suspended,2024-09-18,,WEST
S00000379,SUB-00000379,C0000159,SUBSCR-0000379,33489556752,647025608893617,P_PLUS_40,suspended,2025-04-05,,WEST
S00000380,SUB-00000380,C0000160,SUBSCR-0000380,33528503559,369358980296628,P_PLUS_40,active,2025-07-25,,WEST
S00000381,SUB-00000381,C0000160,SUBSCR-0000381,33670079312,884530842188882,P_PLUS_40,active,2025-02-20,,WEST
S00000382,SUB-00000382,C0000161,SUBSCR-0000382,33341842836,349943586219775,P_PLUS_40,active,2025-04-04,,EAST
S00000383,SUB-00000383,C0000162,SUBSCR-0000383,33312137475,031464387082137,P_BASIC_10,churned,2025-05-27,2025-10-05,EAST
S00000384,SUB-00000384,C0000163,SUBSCR-0000384,33018341950,900660879267593,P_PLUS_40,active,2024-07-21,,SOUTH
S00000385,SUB-00000385,C0000164,SUBSCR-0000385,33700757127,864185552121669,P_BIZ_200,active,2025-02-16,,EAST
S00000386,SUB-00000386,C0000164,,33215619021,593642436920456,P_PLUS_40,active,2025-06-20,,EAST
S00000387,SUB-00000387,C0000164,SUBSCR-0000387,33235514821,126468517024640,P_PLUS_40,active,2024-12-19,,EAST
S00000388,SUB-00000388,C0000165,SUBSCR-0000388,33494189810,095140400281323,P_BIZ_200,active,2025-10-13,,SOUTH
S00000389,SUB-00000389,C0000166,SUBSCR-0000389,33314976946,708273138718543,P_BIZ_200,active,2024-02-21,,METRO
S00000390,SUB-00000390,C0000166,SUBSCR-0000390,33271317217,060550328641041,P_PREMIUM_120,active,2025-03-25,,METRO
S00000391,SUB-00000391,C0000167,SUBSCR-0000391,33088136211,084150044814164,P_PREMIUM_120,active,2025-11-05,,METRO
S00000392,SUB-00000392,C0000167,SUBSCR-0000392,33223139234,634060724636582,P_BIZ_200,active,2024-06-14,,METRO
S00000393,SUB-00000393,C9999999,SUBSCR-0000393,33369542011,142932587719813,P_PLUS_40,active,2025-12-13,,EAST
S00000394,SUB-00000394,0000168,SUBSCR-0000394,33252862937,786777823941233,P_PLUS_40,active,2024-11-27,,EAST
S00000395,SUB-00000395,C0000168,SUBSCR-0000395,33587085848,451738771352606,P_BASIC_10,active,2025-01-28,,EAST
S00000396,SUB-00000396,C0000169,SUBSCR-0000396,33807163560,970780422215352,P_PREMIUM_120,active,2025-09-08,,WEST
S00000397,SUB-00000397,C0000169,SUBSCR-0000397,33345959291,922964347003971,P_BIZ_200,active,2025-10-10,,WEST
S00000398,SUB-00000398,C0000169,SUBSCR-0000398,33312400372,690135056355382,P_BASIC_10,active,2025-07-31,,WEST
S00000399,SUB-00000399,C0000170,SUBSCR-0000399,33191205225,498051153646449,P_PLUS_40,active,2025-04-13,,METRO
S00000400,SUB-00000400,C0000170,SUBSCR-0000400,33534183946,526152678344305,P_PLUS_40,active,2025-07-05,,METRO
S00000401,SUB-00000401,C0000171,SUBSCR-0000401,33501906032,125371142313113,P_BASIC_10,active,2024-02-14,,CENTER
S00000402,SUB-00000402,C0000171,SUBSCR-0000402,33635964914,902298965803169,P_BASIC_10,active,2024-06-14,,CENTER
S00000403,SUB-00000403,C0000172,SUBSCR-0000403,33479330501,440600974587870,P_BIZ_200,suspended,2025-02-08,,EAST
